0.5,800
1.5,800
2.5,800
3.5,800
4.5,800
5.5,800
6.5,800
7.5,800
8.5,800
9.5,800
10.5,800
11.5,800
12.5,800
13.5,800
14.5,800
15.5,800
16.5,800
17.5,800
18.5,800
19.5,800
20.5,800
21.5,800
22.5,800
23.5,800
24.5,800
25.5,800
26.5,800
27.5,800
28.5,800
29.5,800
30.5,800
31.5,800
32.5,800
33.5,800
34.5,800
35.5,800
36.5,800
37.5,800
38.5,800
39.5,800
40.5,800
41.5,800
42.5,800
43.5,800
44.5,800
45.5,800
46.5,800
47.5,800
48.5,800
49.5,800
50.5,800
51.5,800
52.5,800
53.5,800
54.5,800
55.5,800
56.5,800
57.5,800
58.5,800
59.5,800
60.5,800
61.5,800
62.5,800
63.5,800
64.5,800
65.5,800
66.5,800
67.5,800
68.5,800
69.5,800
70.5,800
71.5,800
72.5,800
73.5,800
74.5,800
75.5,800
76.5,800
77.5,800
78.5,800
79.5,800
80.5,800
81.5,800
82.5,800
83.5,800
84.5,800
85.5,800
86.5,800
87.5,800
88.5,800
89.5,800
90.5,800
91.5,800
92.5,800
93.5,800
94.5,800
95.5,800
96.5,800
97.5,800
98.5,800
99.5,800
100.5,800
101.5,800
102.5,800
103.5,800
104.5,800
105.5,800
106.5,800
107.5,800
108.5,800
109.5,800
110.5,800
111.5,800
112.5,800
113.5,800
114.5,800
115.5,800
116.5,800
117.5,800
118.5,800
119.5,800
120.5,800
121.5,800
122.5,800
123.5,800
124.5,800
125.5,800
126.5,800
127.5,800
128.5,800
129.5,800
130.5,800
131.5,800
132.5,800
133.5,800
134.5,800
135.5,800
136.5,800
137.5,800
138.5,800
139.5,800
140.5,800
141.5,800
142.5,800
143.5,800
144.5,800
145.5,800
146.5,800
147.5,800
148.5,800
149.5,800
150.5,800
151.5,800
152.5,800
153.5,800
154.5,800
155.5,800
156.5,800
157.5,800
158.5,800
159.5,800
160.5,800
161.5,800
162.5,800
163.5,800
164.5,800
165.5,800
166.5,800
167.5,800
168.5,800
169.5,800
170.5,800
171.5,800
172.5,800
173.5,800
174.5,800
175.5,800
176.5,800
177.5,800
178.5,800
179.5,800
180.5,800
181.5,800
182.5,800
183.5,800
184.5,800
185.5,800
186.5,800
187.5,800
188.5,800
189.5,800
190.5,800
191.5,800
192.5,800
193.5,800
194.5,800
195.5,800
196.5,800
197.5,800
198.5,800
199.5,800
200.5,800
201.5,800
202.5,800
203.5,800
204.5,800
205.5,800
206.5,800
207.5,800
208.5,800
209.5,800
210.5,800
211.5,800
212.5,800
213.5,800
214.5,800
215.5,800
216.5,800
217.5,800
218.5,800
219.5,800
220.5,800
221.5,800
222.5,800
223.5,800
224.5,800
225.5,800
226.5,800
227.5,800
228.5,800
229.5,800
230.5,800
231.5,800
232.5,800
233.5,800
234.5,800
235.5,800
236.5,800
237.5,800
238.5,800
239.5,800
240.5,800
241.5,800
242.5,800
243.5,800
244.5,800
245.5,800
246.5,800
247.5,800
248.5,800
249.5,800
250.5,800
251.5,800
252.5,800
253.5,800
254.5,800
255.5,800
256.5,800
257.5,800
258.5,800
259.5,800
260.5,800
261.5,800
262.5,800
263.5,800
264.5,800
265.5,800
266.5,800
267.5,800
268.5,800
269.5,800
270.5,800
271.5,800
272.5,800
273.5,800
274.5,800
275.5,800
276.5,800
277.5,800
278.5,800
279.5,800
280.5,800
281.5,800
282.5,800
283.5,800
284.5,800
285.5,800
286.5,800
287.5,800
288.5,800
289.5,800
290.5,800
291.5,800
292.5,800
293.5,800
294.5,800
295.5,800
296.5,800
297.5,800
298.5,800
299.5,800
